-3.710907611845544125e+03,-4.458052238498941051e+02,-8.651575965005219304e-01
-3.814996588474800774e+03,-3.729627280034205796e+02,-8.674704405803219665e-01
-3.799171102366567993e+03,-4.945264287872859086e+02,-8.431997897358167737e-01
-3.762952100160171995e+03,-4.093839759266572855e+02,-8.723578383631440669e-01
-3.807083845420684156e+03,-4.337445783953531873e+02,-8.553351151580693701e-01
-3.755039357106055832e+03,-4.701658263185900068e+02,-8.575184772980321002e-01
-3.202791843635233136e+02,-1.812842809026994018e+03,-8.179970130259888172e-01
-3.566431056303472928e+02,-1.911850991260480896e+03,-8.067360494000520577e-01
-2.605656723374668218e+02,-1.909838078567566981e+03,-8.528753025835422719e-01
-3.384611449969352748e+02,-1.862346900143737003e+03,-8.123027460491436536e-01
-3.086043889839069720e+02,-1.910844534914024052e+03,-8.299261197611286223e-01
-2.904224283504950108e+02,-1.861340443797279931e+03,-8.354361578047654335e-01
-2.235382907247902949e+03,-1.999999999994986126e+02,-8.066214183303734853e-01
-2.141575378272923899e+03,-1.623167919755842092e+02,-7.641107129829758371e-01
-2.243381560302667822e+03,-9.489176334078587161e+01,-7.770193505659177546e-01
-2.188479142760413197e+03,-1.811583959875414109e+02,-7.882590978505168433e-01
-2.192478469287796088e+03,-1.286042776581849978e+02,-7.731097151413115487e-01
-2.239382233775284931e+03,-1.474458816701423132e+02,-7.908853932704350553e-01
3.400000000000000000e+03,-2.000000000000000000e+03,-7.696588416588279191e-01
3.469357156581707841e+03,-1.903222001563131016e+03,-7.806390977552023491e-01
3.350000000000000000e+03,-1.913397459621555981e+03,-8.292231318075936608e-01
3.434678578290854148e+03,-1.951611000781565963e+03,-7.753737813444513405e-01
3.409678578290854148e+03,-1.908309730592344067e+03,-7.795696252737894794e-01
3.375000000000000000e+03,-1.956698729810778104e+03,-7.948583656326058122e-01
1.218985244756742077e+03,-1.875398715337182125e+02,-8.102839921546891588e-01
1.256527357612671949e+03,-8.622481097553790619e+01,-7.856260742362551897e-01
1.160110305001092911e+03,-9.013755204132002063e+01,-8.243886835197170582e-01
1.237756301184706899e+03,-1.368823412546279883e+02,-7.994174498530777218e-01
1.208318831306883112e+03,-8.818118150842896341e+01,-8.037838500404700381e-01
1.189547774878916925e+03,-1.388387117875190881e+02,-8.172746713215736092e-01
-2.859943878572391895e+03,-9.012819993199123303e+01,-7.693798884992826270e-01
-2.955906604265293936e+03,-8.803963517173315267e+01,-7.873791504810013775e-01
-2.918845597723351148e+03,-1.871014932573908141e+02,-7.922761069985763127e-01
-2.907925241418843143e+03,-8.908391755186218575e+01,-7.758745935552530115e-01
-2.937376100994323224e+03,-1.375705642145620118e+02,-7.848701639846747957e-01
-2.889394738147871976e+03,-1.386148465946909880e+02,-7.739667608620286465e-01
-1.734990398510899922e+03,-1.904945059462068912e+03,-7.863796884717819680e-01
-1.635209399026678057e+03,-1.849894762686074046e+03,-8.061919223153367620e-01
-1.718576419673652026e+03,-1.799046109364046060e+03,-7.954284059319578493e-01
-1.685099898768788989e+03,-1.877419911074071024e+03,-7.867489098355996413e-01
-1.676892909350164928e+03,-1.824470436025060053e+03,-7.921109928151882640e-01
-1.726783409092276088e+03,-1.851995584413057031e+03,-7.900663229523693376e-01
-3.898949189005395056e+03,-6.499999999997847908e+02,-8.331797891746620666e-01
-3.799637913210508032e+03,-6.997805385174267485e+02,-8.581759030328098836e-01
-3.798904840117679214e+03,-5.989712165710694762e+02,-8.457549480383835805e-01
-3.849293551107950861e+03,-6.748902692586057128e+02,-8.353034810359490914e-01
-3.799271376664094078e+03,-6.493758775442481692e+02,-8.519654255355966210e-01
-3.848927014561536907e+03,-6.244856082854271335e+02,-8.311924146522605694e-01
-4.000000000000000000e+03,-1.300000000000000000e+03,-8.067085828417195348e-01
-3.895980660778321180e+03,-1.250541437159922907e+03,-7.857791878369304595e-01
-4.000000000000000000e+03,-1.200000000000000000e+03,-8.057489805025452867e-01
-3.947990330389161045e+03,-1.275270718579962022e+03,-7.899972449686690767e-01
-3.947990330389161045e+03,-1.225270718579962022e+03,-7.933973884799514487e-01
-4.000000000000000000e+03,-1.250000000000000000e+03,-8.062287816721324107e-01
-4.000000000000000000e+03,-1.800000000000000000e+03,-8.054816087021294813e-01
-3.888862526987657930e+03,-1.750386202209273961e+03,-9.083583033194264633e-01
-4.000000000000000000e+03,-1.700000000000000000e+03,-8.017632667341567654e-01
-3.944431263493829192e+03,-1.775193101104636980e+03,-8.766507822991213006e-01
-3.944431263493829192e+03,-1.725193101104636980e+03,-8.744889356135902014e-01
-4.000000000000000000e+03,-1.750000000000000000e+03,-8.039251134196879756e-01
3.513767782922678862e+01,-1.904953977060712077e+03,-8.133161509514876819e-01
1.982251127516818912e+01,-1.798691883438950981e+03,-7.953843525073336362e-01
-6.449093293084123957e+01,-1.849950041137680955e+03,-8.186692388935812303e-01
2.748009455219748887e+01,-1.851822930249832098e+03,-8.043502517294107701e-01
-2.233421082783652167e+01,-1.824320962288315968e+03,-8.030277972162723765e-01
-1.467662755080723080e+01,-1.877452009099197085e+03,-8.115863272405162698e-01
-2.279620701006471961e+02,-1.834213733849562914e+03,-8.603888268062519495e-01
-2.442638712190569947e+02,-1.872025906208564948e+03,-8.578712482250131499e-01
-2.741206272320853259e+02,-1.823528271438277898e+03,-8.405131786909355585e-01
-2.147861736818978898e+03,-6.816380622780550880e+01,-7.631081050205162919e-01
-2.144718557545952081e+03,-1.152402991016948022e+02,-7.622117565863881783e-01
-2.195621648560822905e+03,-8.152778478429569020e+01,-7.623641156157960896e-01
-4.000000000000000000e+03,-5.000000000000000000e+02,-8.372216556297482626e-01
-3.897551355376072024e+03,-4.457225146756230174e+02,-8.628723379036630226e-01
-4.000000000000000000e+03,-4.000000000000000000e+02,-8.552308669269448327e-01
-3.948775677688036012e+03,-4.728612573378114803e+02,-8.504166006133688782e-01
-3.948775677688036012e+03,-4.228612573378114803e+02,-8.602813350201281573e-01
-4.000000000000000000e+03,-4.500000000000000000e+02,-8.462262612783465476e-01
-3.905907572646789959e+03,-1.050344688054901098e+03,-7.813641937336971433e-01
-3.901612914431445915e+03,-1.150281732890405920e+03,-7.927500476902340498e-01
-3.808729922130643899e+03,-1.100459584073041924e+03,-8.219799272532762879e-01
-3.903760243539118164e+03,-1.100313210472653054e+03,-7.870571207119655410e-01
-3.855171418281045135e+03,-1.125370658481723922e+03,-7.957270857829571442e-01
-3.857318747388716929e+03,-1.075402136063971057e+03,-7.894692770307113472e-01
-3.340963168308322111e+03,-1.909926926292750977e+03,-8.519637079710125072e-01
-3.244868901300148991e+03,-1.912367368802501915e+03,-8.118819770134273472e-01
-3.283174583580799208e+03,-1.813116427242134023e+03,-8.145671852778212374e-01
-3.292916034804236006e+03,-1.911147147547625991e+03,-8.438973932648946574e-01
-3.264021742440474100e+03,-1.862741898022318082e+03,-8.132245811456243478e-01
-3.312068875944560205e+03,-1.861521676767441932e+03,-8.359205513118511677e-01
-3.807963634619890854e+03,-1.503944448766394089e+03,-7.594810759926041710e-01
-3.910939068585515088e+03,-1.553682749275363904e+03,-8.140328920246135969e-01
-3.822345085465030934e+03,-1.599999999999314923e+03,-7.816804411362385796e-01
-3.859451351602703198e+03,-1.528813599020879110e+03,-7.845496309627040254e-01
-3.866642077025273011e+03,-1.576841374637338959e+03,-8.003678147139468013e-01
-3.815154360042461121e+03,-1.551972224382853938e+03,-7.593020009407126514e-01
-4.000000000000000000e+03,-1.400000000000000000e+03,-8.057397782528330499e-01
-3.908038479982332774e+03,-1.452903907545439097e+03,-7.919823050371975759e-01
-3.905631887357255891e+03,-1.351993252564283011e+03,-7.775152536904688105e-01
-3.954019239991167069e+03,-1.426451953772718980e+03,-7.898139097985094059e-01
-3.906835183669794787e+03,-1.402448580054860940e+03,-7.808776959925625150e-01
-3.952815943678628173e+03,-1.375996626282141960e+03,-7.920297119283110643e-01
-3.686646300394660102e+03,-2.405469068737714906e+02,-8.638666916803897644e-01
-3.612135848348881154e+03,-2.946816529867240888e+02,-8.430133092011259377e-01
-3.602021588644809981e+03,-1.791285776837937931e+02,-8.266014920141958600e-01
-3.649391074371771083e+03,-2.676142799302477897e+02,-8.534400004407581841e-01
-3.607078718496845795e+03,-2.369051153352590120e+02,-8.311662037355120880e-01
-3.644333944519734814e+03,-2.098377422787827129e+02,-8.165443537248399108e-01
-3.527453893396008880e+03,-2.507991255899665077e+02,-8.038021027714458144e-01
-3.569794870872444790e+03,-2.727403892883452841e+02,-8.266390115740352984e-01
-3.564737741020409885e+03,-2.149638516368802073e+02,-8.180328026170997635e-01
8.644599475900896550e+02,-9.502413410300135865e+01,-9.262162609896763543e-01
8.799824224743929335e+02,-2.007323007532999100e+02,-8.940317553607171064e-01
9.634640361043136636e+02,-1.501255125223582070e+02,-9.014794054581953819e-01
8.722211850322412374e+02,-1.478782174281506911e+02,-9.123170672220177746e-01
9.217232292893532986e+02,-1.754289066378291011e+02,-8.912628993156147539e-01
9.139619918472017162e+02,-1.225748233126797970e+02,-9.181517780617206581e-01
-3.282894311972187097e+03,-1.843261431255147045e+02,-8.122465586519969083e-01
-3.246146119961664226e+03,-8.485198264118957923e+01,-8.156841695389184244e-01
-3.341860364116582787e+03,-8.955507746553571735e+01,-8.489373041252399332e-01
-3.264520215966925207e+03,-1.345890628833521134e+02,-8.063792287900908295e-01
-3.294003242039123961e+03,-8.720353005336264118e+01,-8.097464615108765917e-01
-3.312377338044384942e+03,-1.369406102955252038e+02,-8.278425232175711246e-01
1.126732462005307980e+03,-1.662637300685589139e+02,-8.633089079049640624e-01
1.143421383503200104e+03,-1.282006410549394957e+02,-8.450106580342269247e-01
1.172858853381025028e+03,-1.769018008011385064e+02,-8.263887738166660890e-01
3.354642585220331057e+03,-8.668140514347663839e+01,-7.626464114190184551e-01
3.468310841523225918e+03,-9.625365870846738403e+01,-8.474166909162975658e-01
3.400000000000000000e+03,0.000000000000000000e+00,-7.685094311213384044e-01
3.411476713371779169e+03,-9.146753192597201121e+01,-7.832208848405836088e-01
3.434155420761613186e+03,-4.812682935423369202e+01,-8.079630610188180961e-01
3.377321292610165983e+03,-4.334070257173831919e+01,-7.611912750860586607e-01
-3.896410814952675992e+03,-5.487645659314326849e+02,-8.443412880641657514e-01
-3.896981085164373781e+03,-4.972435403035278227e+02,-8.526516280432361317e-01
-3.948205407476338223e+03,-5.243822829657162856e+02,-8.403340241304733116e-01
-3.897855955992993131e+03,-8.499999999997850182e+02,-7.951254138665632132e-01
-3.906141602320565198e+03,-9.500374519333042826e+02,-7.721298055364169688e-01
